influencer_id,name,platform,niche,country,followers,following,follower_following_ratio,posts,account_creation_year,account_age_days,posting_freq_per_week,avg_likes,avg_comments,avg_views,engagement_rate,follower_growth_30d,bot_score,fraud_flag,sentiment_score,content_type,relevance_score,age_13_17_pct,age_18_24_pct,age_25_34_pct,age_35_44_pct,age_45_plus_pct,male_pct,female_pct,other_pct,estimated_cpa,estimated_roi_score
inf_100115,Robin Clark,TikTok,Fashion,Germany,30489,7117,4.28,632,2021,1647,1,437,28,35248,0.0159,-667,0.263,0,0.396,Short,0,0.004,0.399,0.212,0.147,0.237,0.667,0.327,0.006,387.91,0.093
inf_100116,Lee Anderson,TikTok,Food,France,2173,293,7.42,47,2023,899,3,38,3,1193,0.0199,-25,0.613,0,0.638,Short,0,0.028,0.261,0.069,0.17,0.472,0.082,0.912,0.006,1390.7,0.036
inf_100117,Lee Patel,Instagram,Fitness,France,6788,219,31,8,2017,3086,5,189,10,434,0.0321,-156,0.299,0,0.222,Carousel,0.236,0.092,0.488,0.135,0.111,0.173,0.529,0.468,0.003,4313.6,0
inf_100118,Reese Miller,TikTok,Lifestyle,Australia,22000,1805,12.19,412,2023,935,7,672,18,42797,0.0228,112,0.516,0,0.05,Short,0.237,0.003,0.224,0.068,0.055,0.651,0.274,0.722,0.004,2229.05,0.003
inf_100119,Parker Patel,YouTube,Beauty,United Kingdom,6328,1319,4.8,279,2023,942,4,62,6,3923,0.0154,-113,0.498,0,-0.256,Long-form,0.273,0.01,0.301,0.05,0.053,0.586,0.594,0.403,0.002,3498.07,0
inf_100120,Jordan Hall,TikTok,Food,Brazil,41037,3841,10.68,53,2018,2818,5,776,58,82180,0.0198,1477,0.213,0,0.311,Short,0,0.004,0.135,0.161,0.053,0.647,0.527,0.472,0.001,1943.33,0
inf_100121,Rowan Perez,TikTok,Art,United Kingdom,323728,146661,2.21,837,2019,2527,4,3838,410,877547,0.0146,-635,0.13,0,-0.784,Short,0.514,0.05,0.107,0.27,0.016,0.557,0.501,0.495,0.004,5000,0
inf_100122,Harper Lewis,Instagram,Food,Australia,1816,1063,1.71,140,2019,2191,3,38,6,76,0.0163,-43,0.242,0,-0.05,Reel,0.04,0.033,0.082,0.134,0.238,0.513,0.806,0.193,0.001,546.23,0.055
inf_100123,Cameron Nguyen,Instagram,Art,France,700,106,6.6,603,2018,2886,1,11,0,50,0.0248,-12,0.113,1,-0.522,Carousel,0.177,0.014,0.181,0.4,0.02,0.385,0.599,0.401,0,397.19,0.03
inf_100124,Sam Nguyen,Instagram,Photography,Mexico,10388,2979,3.49,141,2017,3166,1,190,3,699,0.0197,125,0.2,0,-0.018,Reel,0.083,0.041,0.295,0.48,0.024,0.159,0.745,0.252,0.003,3065.08,0.032
inf_100125,Kendall Taylor,Instagram,Parenting,Mexico,20269,4625,4.38,128,2019,2204,6,267,8,821,0.0142,31,0.411,0,0.28,Story,0.125,0.057,0.179,0.439,0.093,0.233,0.324,0.672,0.004,1184.84,0.015
inf_100126,Taylor Johnson,TikTok,Tech,Indonesia,5095,1602,3.18,119,2024,695,4,102,9,2978,0.0154,57,0.117,0,0.62,Short,0.513,0.022,0.075,0.241,0.113,0.55,0.777,0.215,0.008,5000,0.003
inf_100127,Dakota Wilson,TikTok,Fashion,Mexico,75409,40463,1.86,82,2020,1932,2,1470,195,105716,0.0252,196,0.074,0,-0.609,Short,0.341,0.027,0.131,0.344,0.026,0.472,0.087,0.911,0.002,818.18,0
inf_100128,Harper Johnson,Instagram,Tech,United Kingdom,750,166,4.52,153,2017,3137,1,24,2,72,0.0299,46,0.366,0,0.418,Carousel,0.28,0.029,0.05,0.206,0.121,0.594,0.784,0.215,0.001,571.66,0.086
inf_100129,Elliot Thomas,YouTube,Lifestyle,Brazil,26807,233,115.05,120,2022,1347,6,527,52,49615,0.0278,957,0.713,1,-0.105,Shorts,0.104,0.073,0.178,0.27,0.268,0.211,0.571,0.426,0.003,1261.23,0.008
inf_100130,Elliot Garcia,Instagram,Fitness,Mexico,2423,516,4.7,7,2020,1892,2,68,5,194,0.0208,-38,0.453,0,0.021,Carousel,0.506,0.024,0.256,0.119,0.191,0.411,0.117,0.883,0,1189.41,0
inf_100131,Casey Martin,Instagram,Parenting,Nigeria,100044,37900,2.64,60,2024,452,5,1138,79,3074,0.0106,-4839,0.455,0,0.287,Reel,0.606,0.02,0.05,0.212,0.226,0.492,0.406,0.59,0.004,907.95,0
inf_100132,Parker Thomas,Instagram,Fitness,Kenya,154876,5604,27.64,48,2016,3320,4,2406,192,8166,0.0141,34269,0.543,0,-0.031,Reel,0.229,0.041,0.15,0.273,0.065,0.472,0.351,0.646,0.003,1269.31,0
inf_100133,Riley Kumar,Instagram,Photography,Spain,1873,845,2.22,404,2023,938,4,59,6,115,0.0337,-45,0.275,0,-0.161,Photo,0.638,0.137,0.286,0.164,0.056,0.357,0.91,0.085,0.004,539.17,0
inf_100134,Drew Walker,Twitter,Parenting,India,1836,840,2.19,183,2019,2415,8,13,0,50,0.0086,-77,0.333,1,-0.119,Text,0.211,0.012,0.139,0.205,0.06,0.584,0.54,0.459,0.001,5000,0.055
inf_100135,Reese Rodriguez,Instagram,Art,United Kingdom,25278,8376,3.02,289,2020,2162,1,622,89,2471,0.032,737,0.796,1,-0.293,Reel,0.383,0.011,0.216,0.252,0.061,0.459,0.062,0.937,0.001,609.46,0
inf_100136,Jamie Hall,YouTube,Travel,Spain,4761,252,18.89,629,2023,888,2,64,7,6441,0.0125,46,0.329,0,0.094,Long-form,0.307,0.003,0.149,0.19,0.208,0.45,0.939,0.059,0.001,399.9,0.008
inf_100137,Robin Clark,TikTok,Gaming,Indonesia,6855,1124,6.1,207,2020,1953,8,269,16,16697,0.0288,299,0.231,0,0.452,Short,0.18,0.013,0.383,0.402,0.049,0.153,0.614,0.385,0,480.75,0.047
inf_100138,Dakota White,Instagram,Food,Japan,6654,656,10.14,810,2021,1536,6,76,7,132,0.013,52,0.193,0,0.339,Photo,0.16,0.017,0.267,0.217,0.056,0.442,0.285,0.709,0.006,1969.82,0.047
inf_100139,Jamie White,Twitter,Art,Kenya,500,93,5.38,75,2018,2918,3,13,2,50,0.0201,2,0.282,0,0.092,Text,0.522,0.08,0.292,0.379,0.192,0.058,0.27,0.73,0,1023.26,0
inf_100140,Cameron Gonzalez,Twitter,Art,Canada,4326,368,11.76,41,2017,3058,8,12,0,50,0.004,-122,0.292,1,-0.136,Text,0.09,0.03,0.168,0.192,0.033,0.577,0.263,0.734,0.003,3207.96,0.038
inf_100141,Kai Jackson,Instagram,Entertainment,Japan,2119,806,2.63,103,2024,448,6,118,6,127,0.0413,-19,0.086,0,0.194,Carousel,0,0.003,0.069,0.375,0.114,0.44,0.558,0.441,0.001,1770.27,0.036
inf_100142,Rowan Lopez,YouTube,Lifestyle,Kenya,4019,578,6.95,127,2021,1786,3,98,8,3565,0.0279,-176,0.295,0,0.601,Live,0.428,0.053,0.2,0.257,0.162,0.328,0.851,0.147,0.002,435.28,0.097
inf_100143,Kendall Anderson,Instagram,Travel,Indonesia,64355,8496,7.57,451,2018,2596,2,1400,171,3428,0.0241,2649,0.373,0,-0.234,Carousel,0.19,0.009,0.259,0.177,0.124,0.431,0.476,0.523,0.001,768.77,0
inf_100144,Hayden Wang,Instagram,Fashion,Indonesia,855,121,7.07,164,2018,2581,7,16,0,50,0.0203,-25,0.031,1,0.339,Reel,0.185,0.009,0.11,0.311,0.107,0.463,0.393,0.606,0,749.86,0.021
inf_100145,Morgan Nguyen,Instagram,Photography,Australia,23470,2582,9.09,69,2019,2520,2,352,59,1016,0.0128,390,0.524,0,0.143,Reel,0.247,0.144,0.222,0.264,0.173,0.197,0.168,0.827,0.004,5000,0.023
inf_100146,Taylor Miller,YouTube,Tech,Philippines,5661,1015,5.58,271,2018,2605,5,193,23,4643,0.0291,15,0.76,1,-0.249,Shorts,0.444,0.142,0.173,0.308,0.103,0.274,0.179,0.818,0.003,252.89,0.011
inf_100147,Alex Taylor,YouTube,Entertainment,Mexico,5653,162,34.9,141,2022,1216,7,64,10,2772,0.0115,122,0.183,0,0.156,Shorts,0.032,0.031,0.093,0.261,0.125,0.49,0.721,0.278,0.001,2373.06,0
inf_100148,Robin Nguyen,Instagram,Lifestyle,India,22627,5009,4.52,35,2021,1748,4,438,31,923,0.019,250,0.571,0,-0.119,Photo,0.144,0.069,0.173,0.325,0.043,0.39,0.84,0.157,0.003,515.61,0
inf_100149,Sydney Nguyen,Instagram,Gaming,Mexico,11008,921,11.95,172,2021,1483,4,73,11,187,0.0106,-327,0.28,0,-0.196,Photo,0.519,0.011,0.481,0.215,0.01,0.283,0.165,0.834,0,3401.95,0
inf_100150,Alex Johnson,Twitter,Food,Nigeria,11021,3414,3.23,485,2021,1544,1,207,16,556,0.0224,0,0.215,0,-0.215,Link,0.375,0.016,0.266,0.087,0.053,0.578,0.556,0.438,0.006,246.56,0
inf_100151,Charlie Jackson,Instagram,Lifestyle,Canada,30075,9809,3.07,370,2024,636,6,123,7,344,0.0047,1444,0.433,0,-0.183,Reel,0.188,0.066,0.249,0.122,0.025,0.538,0.479,0.516,0.006,5000,0
inf_100152,Sam Nguyen,Instagram,Entertainment,Indonesia,3760,1217,3.09,177,2020,2125,1,36,5,95,0.0093,-55,0.288,0,-0.289,Carousel,0.167,0.056,0.31,0.159,0.182,0.294,0.636,0.351,0.013,5000,0
inf_100153,Taylor Perez,YouTube,Finance,France,3321,813,4.08,95,2016,3599,7,52,1,3199,0.0151,149,0.208,0,0.664,Long-form,0.589,0.123,0.106,0.346,0.135,0.29,0.825,0.174,0.001,1277.18,0
inf_100154,Sam Walker,Twitter,Travel,Spain,779,157,4.96,18,2017,2968,1,28,4,92,0.0317,23,0.214,0,-0.209,Thread,0.106,0.049,0.192,0.309,0.091,0.359,0.515,0.481,0.004,259.78,0
inf_100155,Quinn Johnson,Instagram,Entertainment,Mexico,1705,589,2.89,127,2019,2224,2,37,3,50,0.019,24,0.124,0,0.563,Photo,0.334,0.038,0.239,0.169,0.059,0.495,0.393,0.601,0.006,1337.95,0
inf_100156,Drew Nguyen,YouTube,Education,Germany,990869,248578,3.99,279,2022,1270,7,18145,3244,827926,0.0232,-12067,0.243,0,0.186,Long-form,0,0.03,0.094,0.135,0.045,0.696,0.709,0.283,0.008,782.88,0.033
inf_100157,Avery Martin,TikTok,Fitness,Brazil,54012,13434,4.02,89,2022,1102,7,2039,216,124028,0.031,982,0.027,0,-0.399,Short,0.2,0.052,0.19,0.39,0.094,0.274,0.208,0.791,0.001,596.96,0.016
inf_100158,Parker Lee,Instagram,Parenting,Brazil,735,217,3.39,54,2017,3177,4,10,1,50,0.0224,-4,0.296,0,-0.188,Photo,0.147,0.045,0.085,0.106,0.115,0.648,0.26,0.739,0,279.94,0
inf_100159,Robin Garcia,TikTok,Entertainment,Canada,888,342,2.6,536,2017,3157,3,10,0,1449,0.0103,38,0.018,1,0.219,Short,0.233,0.117,0.122,0.339,0.101,0.321,0.419,0.579,0.003,1267.52,0.098
inf_100160,Dakota Hall,Instagram,Tech,Brazil,13812,6674,2.07,345,2017,3183,4,274,27,542,0.0291,-395,0.154,0,-0.112,Carousel,0,0.002,0.334,0.172,0.08,0.412,0.764,0.235,0.001,748.03,0
inf_100161,Kendall Taylor,YouTube,Entertainment,Japan,21234,965,22,203,2022,1163,1,197,27,35436,0.0078,409,0.25,0,0.128,Long-form,0.278,0.044,0.255,0.188,0.076,0.437,0.494,0.503,0.003,2827.66,0.025
inf_100162,Sydney Wilson,YouTube,Art,Australia,21290,6118,3.48,29,2021,1568,6,284,41,26313,0.0131,231,0.372,0,-0.514,Long-form,0.06,0.07,0.2,0.065,0.133,0.533,0.461,0.537,0.002,917.13,0
inf_100163,Morgan Lewis,YouTube,Fitness,India,5882,477,12.33,31,2021,1611,3,39,1,17554,0.0071,117,0.164,0,0.104,Long-form,0.228,0.014,0.376,0.274,0.045,0.291,0.421,0.577,0.001,2231.63,0.047
inf_100164,Parker Lewis,Instagram,Beauty,Spain,5227,1008,5.19,22,2019,2528,3,186,16,385,0.0309,165,0.427,0,-0.002,Carousel,0.516,0.006,0.252,0.096,0.153,0.493,0.497,0.499,0.004,2390.03,0
inf_100165,Emerson Lee,TikTok,Parenting,Australia,12457,1018,12.24,192,2022,1325,4,203,17,24827,0.026,-207,0.388,0,0.614,Short,0,0.005,0.222,0.265,0.038,0.47,0.9,0.1,0,771.45,0.071
inf_100166,Jordan Wang,Instagram,Education,Mexico,7330,1010,7.26,25,2016,3441,5,205,7,751,0.036,-122,0.867,1,-0.255,Photo,0.654,0.042,0.255,0.365,0.01,0.328,0.276,0.722,0.001,1422.33,0.001
inf_100167,Kai Rodriguez,Instagram,Health,Germany,500,25,20,370,2017,3185,5,11,0,50,0.0217,8,0.38,1,0.257,Carousel,0.154,0.031,0.148,0.417,0.142,0.263,0.714,0.286,0.001,513.13,0
inf_100168,Rowan Rodriguez,Instagram,Parenting,Australia,4423,1503,2.94,991,2024,430,7,85,12,229,0.0151,172,0.498,0,0.411,Carousel,0.586,0.019,0.29,0.509,0.085,0.097,0.826,0.174,0,1745.97,0.007
inf_100169,Emerson Lopez,YouTube,Fashion,United States,2266,586,3.87,91,2023,891,7,38,2,4162,0.0186,6,0.532,0,0.338,Long-form,0.591,0.085,0.214,0.318,0.091,0.291,0.599,0.396,0.005,2208.9,0.031
inf_100170,Jules Harris,YouTube,Travel,Philippines,11709,5455,2.15,121,2023,813,4,93,8,19207,0.0099,622,0.071,0,0.45,Long-form,0.257,0.074,0.297,0.343,0.022,0.265,0.633,0.367,0,2516.67,0
inf_100171,Sam Martin,Instagram,Health,United Kingdom,758257,255552,2.97,249,2016,3585,6,20430,3549,69926,0.0265,759,0.21,0,0.056,Carousel,0.058,0.047,0.059,0.098,0.074,0.722,0.469,0.528,0.003,271.27,0.014
inf_100172,Blake Jackson,YouTube,Fitness,United Kingdom,15926,787,20.24,553,2019,2513,6,855,21,6946,0.049,-181,0.29,0,0.191,Shorts,0.293,0.064,0.156,0.275,0.02,0.485,0.434,0.564,0.002,304.36,0.051
inf_100173,Jordan Smith,Instagram,Entertainment,Brazil,3868,1533,2.52,449,2017,3142,1,58,6,212,0.0162,91,0.132,0,-0.083,Reel,0,0.027,0.064,0.08,0.01,0.818,0.429,0.569,0.002,1227.64,0
inf_100174,Skyler Harris,YouTube,Entertainment,Canada,38664,3746,10.32,12,2017,2966,3,1230,170,72803,0.0245,-247,0.206,0,0.256,Long-form,0.472,0.005,0.245,0.387,0.093,0.269,0.614,0.385,0.001,1774.96,0
inf_100175,Quinn Lewis,Instagram,Photography,Canada,13830,3092,4.47,37,2024,430,2,277,39,982,0.0197,-83,0.411,0,-0.291,Story,0.178,0.04,0.157,0.362,0.132,0.309,0.088,0.909,0.003,380.35,0.038
inf_100176,Jules Wang,YouTube,Food,Brazil,17325,1195,14.5,281,2021,1738,4,265,35,5683,0.0244,308,0.314,0,-0.182,Shorts,0.365,0.056,0.248,0.164,0.136,0.396,0.496,0.502,0.001,1450.86,0
inf_100177,Morgan Lee,Instagram,Beauty,United Kingdom,16870,7307,2.31,234,2019,2216,7,388,52,1399,0.0296,640,0.315,0,0.672,Photo,0.529,0.016,0.106,0.295,0.011,0.574,0.58,0.419,0.002,970.71,0
inf_100178,Jamie Thomas,Twitter,Photography,Brazil,118789,10759,11.04,29,2024,484,6,1150,33,1564,0.0101,2265,0.201,0,0.364,Text,0.279,0.042,0.201,0.222,0.166,0.369,0.583,0.412,0.005,884.49,0.001
inf_100179,Hayden Garcia,Instagram,Food,Kenya,1046,126,8.3,139,2018,2657,6,24,2,75,0.0201,14,0.178,0,-0.384,Photo,0.266,0.043,0.103,0.214,0.053,0.586,0.29,0.708,0.002,2434.83,0.057
inf_100180,Emerson Brown,Instagram,Health,United Kingdom,13631,5361,2.54,304,2023,753,3,329,47,740,0.0311,923,0.507,0,0.126,Carousel,0.185,0.037,0.321,0.217,0.027,0.397,0.503,0.497,0,913.03,0.022
inf_100181,Avery Lopez,Instagram,Health,United States,1450,215,6.74,49,2024,651,3,58,2,176,0.0293,45,0.099,0,-0.198,Photo,0.306,0.061,0.142,0.241,0.107,0.449,0.228,0.771,0.001,282.12,0
inf_100182,Morgan Walker,Twitter,Education,Brazil,10758,4692,2.29,410,2016,3484,3,221,4,637,0.0241,-2,0.434,0,0.24,Text,0.569,0.11,0.05,0.286,0.015,0.539,0.581,0.418,0,622.17,0
inf_100183,Lee Johnson,TikTok,Entertainment,Japan,1695,314,5.4,11,2017,3212,2,50,7,1256,0.029,73,0.442,0,0.147,Live,0.162,0.054,0.396,0.265,0.12,0.165,0.533,0.466,0.001,984.3,0.002
inf_100184,Hayden Lewis,Instagram,Travel,Spain,3277,455,7.2,305,2017,3237,5,57,7,144,0.0286,9,0.067,0,0.169,Carousel,0.224,0.078,0.292,0.304,0.08,0.247,0.378,0.618,0.005,768.39,0.002
inf_100185,Jules Walker,YouTube,Food,Spain,5517,172,32.08,191,2020,2155,3,234,20,5784,0.0326,155,0.334,0,-0.139,Live,0.527,0.032,0.141,0.279,0.06,0.487,0.88,0.117,0.003,423.85,0
inf_100186,Robin Wang,TikTok,Health,Mexico,35128,10742,3.27,76,2023,782,1,1118,190,63693,0.0259,920,0.259,0,0.505,Short,0.384,0.006,0.289,0.293,0.173,0.239,0.424,0.568,0.008,1347.62,0.015
inf_100187,Sam Jackson,YouTube,Gaming,India,38457,16949,2.27,255,2016,3382,5,563,80,88166,0.0194,388,0.306,0,-0.137,Long-form,0.282,0.007,0.213,0.089,0.094,0.596,0.269,0.73,0.001,2020.14,0
inf_100188,Robin Robinson,YouTube,Food,Kenya,1206,272,4.43,305,2024,715,4,45,7,626,0.0281,-14,0.207,0,0.149,Long-form,0.031,0.015,0.436,0.323,0.022,0.205,0.43,0.567,0.003,449.44,0.031
inf_100189,Alex Johnson,Instagram,Travel,Brazil,6975,3410,2.05,543,2018,2567,5,126,21,320,0.0213,64,0.638,0,-0.072,Carousel,0.343,0.059,0.109,0.141,0.073,0.618,0.702,0.289,0.009,3440.8,0
inf_100190,Lee Clark,Instagram,Travel,Kenya,2052,237,8.66,92,2021,1726,7,39,3,111,0.0167,-9,0.503,0,-0.398,Reel,0.041,0.02,0.246,0.505,0.135,0.094,0.216,0.782,0.002,267.01,0.101
inf_100191,Jules Nguyen,TikTok,Health,Brazil,984,272,3.62,232,2020,1917,4,30,4,1079,0.0245,18,0.201,0,-0.022,Short,0.133,0.03,0.269,0.167,0.031,0.504,0.26,0.739,0,350.76,0
inf_100192,Riley Rodriguez,Twitter,Photography,Indonesia,3125,454,6.88,185,2018,2615,3,82,10,316,0.022,71,0.237,0,-0.436,Text,0.448,0.008,0.126,0.378,0.073,0.414,0.316,0.683,0.001,884.7,0
inf_100193,Parker Wilson,YouTube,Fashion,Kenya,5400,2465,2.19,149,2022,1329,3,51,7,9206,0.0071,-265,0.189,0,0.256,Long-form,0.088,0.036,0.165,0.126,0.085,0.589,0.531,0.467,0.002,1240.84,0.051
inf_100194,Jamie Walker,Instagram,Photography,Germany,310242,46391,6.69,442,2019,2273,2,9271,1353,14347,0.0231,6245,0.333,0,-0.134,Reel,0.506,0.046,0.087,0.222,0.016,0.629,0.757,0.241,0.002,1455.98,0.062
inf_100195,Skyler Perez,Instagram,Health,Japan,12772,2757,4.63,5,2018,2852,2,518,23,685,0.0291,1249,0.047,0,0.007,Photo,0.436,0.011,0.131,0.336,0.173,0.349,0.563,0.436,0.002,1116.28,0
inf_100196,Sam Brown,TikTok,Beauty,France,813,263,3.09,66,2016,3602,1,18,1,1432,0.0309,0,0.322,0,0.245,Short,0.371,0.053,0.424,0.169,0.223,0.132,0.338,0.661,0.001,792.45,0
inf_100197,Skyler Patel,TikTok,Travel,Spain,2986,1121,2.66,155,2018,2791,4,79,4,3921,0.0314,118,0.24,0,-0.11,Short,0.345,0.072,0.119,0.121,0.164,0.525,0.513,0.486,0.002,1026.28,0.032
inf_100198,Skyler Kumar,TikTok,Food,Canada,37785,17588,2.15,39,2024,412,3,771,116,30979,0.0184,1219,0.162,0,-0.568,Live,0.293,0.052,0.119,0.213,0.031,0.585,0.699,0.301,0,1045.4,0.055
inf_100199,Lee Lewis,TikTok,Lifestyle,Canada,208350,7825,26.63,477,2018,2641,4,3540,530,79774,0.0143,-8182,0.241,0,0.178,Short,0.813,0.023,0.273,0.327,0.208,0.169,0.514,0.485,0.001,3610.01,0.062
inf_100200,Finley Lopez,YouTube,Fitness,United States,700,243,2.88,209,2020,2116,3,25,2,1280,0.0354,17,0.461,0,-0.177,Shorts,0,0.019,0.362,0.169,0.169,0.282,0.093,0.901,0.006,1190.69,0
inf_100201,Cameron Rodriguez,Instagram,Fitness,Germany,500,92,5.43,130,2022,1354,4,5,0,50,0.0152,-8,0.673,1,-0.114,Reel,0.285,0.063,0.11,0.153,0.121,0.553,0.86,0.14,0,1080.65,0
inf_100202,Charlie Harris,Instagram,Entertainment,Mexico,127505,27019,4.72,337,2019,2364,8,1690,257,2408,0.0104,520,0.212,0,0.244,Carousel,0.105,0.029,0.11,0.122,0.071,0.669,0.384,0.609,0.007,979.35,0.029
inf_100203,Finley Thomas,TikTok,Food,Mexico,13750,2893,4.75,120,2019,2205,7,466,32,26464,0.0248,-464,0.53,0,-0.285,Short,0.403,0.012,0.101,0.457,0.085,0.344,0.476,0.523,0.001,1073.6,0.006
inf_100204,Kai White,YouTube,Entertainment,Nigeria,2205,151,14.6,164,2017,3093,1,56,1,6329,0.0276,51,0.75,1,0.074,Long-form,0.431,0.13,0.141,0.396,0.067,0.266,0.41,0.585,0.005,602.53,0
inf_100205,Parker Garcia,Instagram,Health,United Kingdom,15029,3811,3.94,5,2016,3458,3,336,32,1322,0.0287,-3,0.403,0,0.053,Reel,0.133,0.014,0.143,0.478,0.074,0.292,0.931,0.067,0.003,1905.7,0
inf_100206,Jamie Martinez,Instagram,Fitness,Nigeria,500,54,9.26,91,2021,1663,1,2,0,50,0.0083,25,0.246,1,0.059,Reel,0.441,0.014,0.099,0.386,0.029,0.471,0.533,0.466,0.001,1766.24,0.063
inf_100207,Jamie Smith,YouTube,Art,United States,8893,572,15.55,30,2016,3549,3,145,21,22046,0.0207,-274,0.078,0,0.027,Long-form,0.191,0.033,0.138,0.375,0.016,0.438,0.323,0.675,0.002,851.86,0
inf_100208,Sydney Harris,Instagram,Food,Indonesia,10795,3201,3.37,234,2019,2257,5,146,11,237,0.0117,402,0.212,0,0.15,Carousel,0.506,0.014,0.118,0.184,0.1,0.584,0.68,0.32,0,4435.13,0
inf_100209,Robin Smith,Instagram,Entertainment,France,28034,8441,3.32,130,2022,1262,6,1007,30,1479,0.027,635,0.803,1,0.15,Carousel,0.481,0.024,0.318,0.255,0.101,0.302,0.174,0.824,0.002,1250.65,0
inf_100210,Dakota Miller,YouTube,Education,Canada,1746,606,2.88,72,2020,2103,6,43,5,2621,0.0369,-27,0.496,0,-0.498,Shorts,0.27,0.016,0.247,0.135,0.046,0.555,0.208,0.791,0.002,113.22,0
inf_100211,Sam Smith,YouTube,Education,United States,10146,1608,6.31,126,2020,1933,5,272,41,20018,0.0257,-369,0.028,0,0.346,Long-form,0.605,0.008,0.218,0.126,0.063,0.585,0.555,0.44,0.006,2573.56,0.024
inf_100212,Sydney Wilson,YouTube,Travel,India,2012,889,2.26,47,2022,1333,2,43,5,5224,0.0185,3,0.098,0,-0.004,Shorts,0.44,0.044,0.122,0.151,0.021,0.662,0.05,0.95,0,535.43,0
inf_100213,Drew Hall,Instagram,Parenting,France,9613,1538,6.25,518,2016,3367,6,118,10,200,0.015,164,0.629,0,-0.517,Photo,0.255,0.013,0.193,0.268,0.081,0.444,0.64,0.358,0.002,1943.6,0
inf_100214,Jules Anderson,TikTok,Fitness,Nigeria,1759,723,2.43,11,2016,3525,4,37,1,2805,0.0201,-39,0.492,0,-0.041,Short,0.317,0.027,0.34,0.287,0.175,0.17,0.69,0.308,0.002,3271.95,0.056
inf_100215,Riley Smith,Instagram,Fitness,India,3325,1202,2.77,401,2023,1010,4,59,9,173,0.0153,-61,0.713,1,-0.328,Reel,0.342,0.012,0.206,0.28,0.022,0.48,0.517,0.478,0.005,2141.44,0
inf_100216,Drew Johnson,Instagram,Lifestyle,Mexico,1298,167,7.77,143,2024,375,8,37,2,86,0.023,52,0.146,0,0.415,Photo,0.363,0.024,0.174,0.16,0.011,0.631,0.417,0.58,0.003,853.02,0.003
inf_100217,Jules Brown,TikTok,Tech,Germany,20895,3025,6.91,193,2016,3463,2,288,16,31892,0.0143,-281,0.268,0,-0.365,Short,0.446,0.026,0.224,0.269,0.064,0.417,0.05,0.949,0.001,4873.18,0
inf_100218,Taylor Moore,YouTube,Parenting,Australia,34938,7251,4.82,72,2018,2868,9,372,56,31717,0.0089,957,0.176,0,0.145,Shorts,0.53,0.015,0.072,0.2,0.034,0.679,0.463,0.53,0.006,3025.06,0
inf_100219,Taylor Martin,TikTok,Finance,India,5065,2538,2,680,2019,2329,8,109,19,15012,0.0258,236,0.023,0,0.185,Short,0.012,0.01,0.22,0.161,0.029,0.58,0.441,0.558,0.001,1487.36,0
inf_100220,Jules Nguyen,YouTube,Art,Kenya,9405,1264,7.44,66,2022,1419,4,184,23,14888,0.0254,4944,0.783,1,0.078,Live,0.245,0.005,0.327,0.323,0.126,0.219,0.214,0.786,0,1197.29,0.001
inf_100221,Skyler Wang,YouTube,Art,United Kingdom,871,206,4.23,178,2017,3015,4,27,3,1514,0.0424,-24,0.275,0,0.26,Live,0.3,0.123,0.33,0.111,0.03,0.406,0.261,0.739,0,2056.28,0
inf_100222,Kendall Taylor,Instagram,Lifestyle,United Kingdom,3955,846,4.67,1005,2020,1835,2,65,4,107,0.0188,143,0.193,0,-0.071,Photo,0.423,0.045,0.174,0.218,0.051,0.513,0.456,0.542,0.002,749.81,0.012
inf_100223,Morgan Taylor,Instagram,Finance,United Kingdom,5895,898,6.56,426,2022,1329,4,20,0,50,0.0054,6,0.051,1,-0.239,Photo,0.238,0.006,0.392,0.219,0.204,0.179,0.679,0.319,0.002,4514.96,0
inf_100224,Reese Smith,Instagram,Entertainment,Japan,423213,183164,2.31,154,2017,3003,4,8064,408,14241,0.0231,-1339,0.179,0,-0.548,Photo,0.247,0.002,0.197,0.169,0.066,0.567,0.253,0.744,0.003,2931.64,0
inf_100225,Reese Johnson,Instagram,Finance,United Kingdom,1079,151,7.15,929,2017,2926,2,41,4,65,0.0341,57,0.225,0,0.122,Carousel,0.454,0.115,0.119,0.264,0.21,0.293,0.094,0.902,0.004,747.03,0
inf_100226,Emerson Martin,Twitter,Health,United States,46042,9723,4.74,242,2023,763,2,1468,64,2682,0.0285,90,0.214,0,-0.086,Text,0.404,0.052,0.172,0.39,0.046,0.339,0.908,0.087,0.005,151.96,0.003
inf_100227,Sydney Taylor,Instagram,Food,Australia,31487,7413,4.25,47,2023,751,3,659,106,664,0.0318,577,0.411,0,0.389,Photo,0.152,0.002,0.259,0.346,0.039,0.354,0.155,0.845,0.001,376.51,0.043
inf_100228,Drew Miller,TikTok,Travel,Germany,11550,3713,3.11,104,2017,3030,4,324,16,21245,0.0339,-443,0.432,0,0.221,Short,0.374,0.022,0.237,0.237,0.046,0.458,0.353,0.647,0,630.98,0
inf_100229,Lee Kumar,YouTube,Education,France,147499,31829,4.63,81,2021,1718,1,1742,180,198562,0.0112,1137,0.158,0,0.506,Long-form,0.044,0.03,0.2,0.113,0.075,0.582,0.292,0.704,0.005,644.25,0.068
inf_100230,Jamie Martin,TikTok,Art,Australia,13371,1631,8.2,84,2024,502,6,389,39,36455,0.0341,-220,0.417,0,-0.408,Short,0.402,0.027,0.145,0.328,0.077,0.423,0.219,0.781,0,1084.66,0.079
